0.107682 0.105293 0.431054
0.109783 0.104787 0.431150
0.107441 0.104997 0.433426
0.109823 0.105344 0.433376
0.105456 0.104573 0.428687
0.103718 0.104407 0.429175
0.107629 0.104483 0.429237
0.105416 0.104808 0.431045
0.103831 0.104377 0.430182
0.109004 0.104450 0.429875
0.106013 0.104389 0.433222
0.112154 0.104594 0.433249
0.107704 0.104506 0.434776
0.109879 0.104786 0.435528
0.112066 0.104888 0.435432
0.114335 0.104461 0.435645
0.111972 0.104401 0.437508
0.114108 0.104483 0.438057
0.116441 0.104475 0.437751
0.118020 0.104377 0.438275
0.116441 0.104461 0.440537
0.118724 0.104350 0.440245
0.102573 0.103144 0.428738
0.105424 0.102819 0.427288
0.106379 0.103575 0.427760
0.107916 0.103677 0.428429
0.109919 0.102743 0.428866
0.103028 0.102706 0.430883
0.110749 0.103570 0.430187
0.112140 0.103011 0.430901
0.111629 0.104237 0.431932
0.104809 0.103314 0.433436
0.114256 0.103287 0.433240
0.113379 0.104124 0.433682
0.105983 0.102578 0.435497
0.107546 0.103410 0.436162
0.116508 0.103567 0.435271
0.116441 0.104120 0.436307
0.118611 0.102751 0.435424
0.109598 0.102991 0.438165
0.119315 0.103702 0.437674
0.111845 0.103666 0.438934
0.120937 0.102814 0.438147
0.113671 0.103733 0.440391
0.115129 0.104280 0.440245
0.121383 0.103211 0.440113
0.114342 0.102783 0.442731
0.116587 0.104234 0.441849
0.118629 0.104174 0.442432
0.121334 0.103501 0.442421
0.116441 0.103858 0.442870
0.118404 0.103636 0.444670
0.121250 0.103266 0.444781
0.118822 0.103124 0.446692
0.103180 0.102410 0.427432
0.107786 0.102262 0.427528
0.114068 0.102202 0.431687
0.103723 0.102302 0.432859
0.116265 0.102436 0.433453
0.107691 0.102134 0.437590
0.110754 0.102700 0.439410
0.123005 0.102267 0.442287
0.114591 0.102042 0.444327
0.116587 0.103166 0.444474
0.122948 0.102033 0.444631
0.116773 0.102149 0.446516
0.121047 0.102489 0.446949
0.118684 0.102130 0.448597
0.101762 0.101825 0.428870
0.111869 0.101847 0.429449
0.120493 0.101813 0.435670
0.123052 0.101877 0.440172
0.111629 0.102272 0.440682
0.112504 0.101825 0.442177
0.122545 0.101825 0.445932
0.120379 0.101825 0.448267
0.105379 0.100589 0.426789
0.102936 0.100369 0.427227
0.101669 0.100658 0.428724
0.102003 0.100121 0.428664
0.108940 0.100366 0.427604
0.110460 0.100652 0.428260
0.112208 0.100425 0.429099
0.102202 0.100555 0.430872
0.113379 0.100512 0.429777
0.114395 0.100819 0.430516
0.116483 0.100620 0.431491
0.102933 0.100351 0.433048
0.116879 0.101679 0.432807
0.118775 0.100923 0.432955
0.120667 0.100334 0.433278
0.103905 0.100512 0.434650
0.121590 0.100644 0.435415
0.104899 0.100736 0.435839
0.107677 0.100668 0.438779
0.122129 0.101598 0.438057
0.123084 0.100487 0.438164
0.109310 0.100881 0.440056
0.123994 0.100516 0.440216
0.110565 0.100293 0.441877
0.111927 0.100733 0.442913
0.124067 0.101029 0.442651
0.113379 0.100663 0.444825
0.124048 0.100512 0.444620
0.122891 0.100512 0.446743
0.114710 0.100424 0.446768
0.115897 0.101057 0.447682
0.121903 0.100950 0.447682
0.116395 0.100668 0.449140
0.120922 0.100737 0.448577
0.118643 0.100711 0.449490
0.107691 0.100075 0.427256
0.118273 0.100145 0.431870
0.122482 0.100075 0.436307
0.105941 0.100075 0.437464
0.108129 0.100075 0.439662
0.124690 0.100009 0.442432
0.115045 0.099983 0.448849
0.103754 0.099250 0.427610
0.105322 0.099171 0.427528
0.107664 0.099233 0.427566
0.103098 0.098718 0.428822
0.109879 0.098216 0.428750
0.112056 0.098375 0.429097
0.114145 0.098215 0.429681
0.115129 0.099200 0.430105
0.103159 0.098451 0.431241
0.116587 0.098399 0.430289
0.118418 0.098290 0.430625
0.121157 0.098343 0.431470
0.103154 0.098181 0.433122
0.122051 0.099170 0.433149
0.122829 0.098106 0.433464
0.123316 0.098508 0.435970
0.103777 0.098215 0.435050
0.104428 0.098908 0.436407
0.105235 0.098107 0.437767
0.123944 0.098435 0.437713
0.107215 0.098351 0.440043
0.125004 0.098409 0.440391
0.110245 0.098830 0.442937
0.111539 0.098830 0.444620
0.124754 0.099582 0.444182
0.125110 0.098503 0.444620
0.123693 0.098624 0.447282
0.113870 0.098908 0.447391
0.114164 0.098158 0.449273
0.121410 0.098565 0.449470
0.116494 0.098542 0.450221
0.118871 0.098758 0.450234
0.105504 0.098335 0.428865
0.107754 0.098071 0.428887
0.106379 0.097688 0.439560
0.125640 0.097625 0.442048
0.110645 0.097831 0.444565
0.112579 0.097893 0.446896
0.124762 0.097902 0.446385
0.122934 0.097920 0.448660
0.118629 0.097887 0.450508
0.098419 0.098369 0.458262
0.100691 0.098754 0.458182
0.102704 0.098622 0.458182
0.105541 0.097782 0.458007
0.098557 0.098407 0.460632
0.100691 0.098874 0.460807
0.102754 0.098767 0.460682
0.105149 0.097754 0.460859
0.100542 0.098394 0.463175
0.102908 0.098419 0.463057
0.100617 0.098124 0.464878
0.102803 0.097749 0.464683
0.105395 0.098086 0.430948
0.107449 0.097480 0.431053
0.116004 0.097450 0.429939
0.122642 0.097450 0.431932
0.105379 0.097494 0.433164
0.124754 0.097553 0.438932
0.108052 0.097540 0.441557
0.116441 0.097450 0.450509
0.120379 0.097450 0.450415
0.100370 0.097497 0.454682
0.102879 0.097452 0.454682
0.097921 0.097803 0.456141
0.101129 0.098100 0.455995
0.103054 0.098041 0.456082
0.105212 0.097508 0.455849
0.096316 0.097418 0.455995
0.096238 0.097665 0.457891
0.096595 0.097490 0.460589
0.098527 0.097631 0.463034
0.104538 0.097492 0.462849
0.099178 0.097601 0.464489
0.109904 0.096277 0.430881
0.112004 0.096086 0.430400
0.114254 0.096575 0.429925
0.116441 0.096137 0.429913
0.118629 0.096137 0.429857
0.121647 0.096361 0.430682
0.108334 0.096826 0.431495
0.122939 0.096187 0.431714
0.107667 0.096243 0.433397
0.123510 0.095991 0.433099
0.106379 0.096757 0.433993
0.103754 0.097172 0.434557
0.105076 0.096329 0.435725
0.123998 0.096285 0.435432
0.105362 0.095948 0.438100
0.124442 0.096137 0.437182
0.106271 0.095988 0.440315
0.125659 0.096137 0.440278
0.106681 0.096575 0.440682
0.107445 0.096064 0.442242
0.126200 0.096137 0.442432
0.109004 0.096937 0.443307
0.109399 0.096179 0.444836
0.126110 0.096283 0.444766
0.109974 0.095814 0.446681
0.125350 0.096290 0.446898
0.111865 0.096697 0.447435
0.112223 0.096294 0.449237
0.123314 0.096282 0.449298
0.113534 0.096489 0.450234
0.122129 0.096575 0.450029
0.114429 0.096050 0.450661
0.118629 0.096137 0.450830
0.121079 0.096050 0.450639
0.089144 0.096588 0.453955
0.091066 0.096803 0.454245
0.093604 0.096610 0.453807
0.096229 0.096678 0.453807
0.098066 0.096744 0.453573
0.100254 0.096666 0.453370
0.102879 0.096877 0.453807
0.105571 0.096492 0.453754
0.098066 0.097284 0.454682
0.104629 0.097227 0.454682
0.089482 0.096509 0.456114
0.091285 0.096874 0.455995
0.094566 0.097087 0.455995
0.106379 0.097112 0.455995
0.107677 0.096218 0.456052
0.091388 0.096201 0.458235
0.094020 0.096870 0.458292
0.095004 0.097238 0.457307
0.107766 0.096050 0.458191
0.106379 0.097208 0.459057
0.094263 0.096034 0.460620
0.106330 0.096664 0.461063
0.107125 0.095989 0.460595
0.095899 0.096811 0.461332
0.096410 0.096176 0.462882
0.105912 0.095846 0.462990
0.097629 0.096730 0.463651
0.098551 0.096206 0.465052
0.104667 0.096129 0.464543
0.103051 0.096396 0.465754
0.100597 0.096649 0.466091
0.114079 0.095822 0.430219
0.120379 0.095700 0.429978
0.108781 0.095700 0.432807
0.106989 0.095680 0.434849
0.125024 0.095700 0.438495
0.110214 0.095529 0.449309
0.124672 0.095700 0.448475
0.087238 0.095875 0.451313
0.085245 0.095498 0.451620
0.089316 0.095980 0.451460
0.091340 0.095707 0.451195
0.112066 0.095529 0.450887
0.094304 0.095584 0.451552
0.096171 0.095605 0.451766
0.098469 0.095583 0.451926
0.107818 0.095584 0.451872
0.086955 0.095925 0.453882
0.085286 0.095324 0.453151
0.100254 0.095700 0.452187
0.105854 0.095447 0.451947
0.107822 0.096090 0.453932
0.109754 0.095499 0.451758
0.109132 0.095594 0.453500
0.087766 0.095718 0.455976
0.089434 0.095727 0.457641
0.092487 0.095626 0.459853
0.095004 0.095700 0.461942
0.097347 0.095700 0.464307
0.100691 0.095700 0.466462
0.102004 0.095700 0.466504
0.116497 0.093819 0.430345
0.116879 0.094825 0.429964
0.119212 0.094533 0.429852
0.120379 0.094825 0.429964
0.112246 0.094185 0.431592
0.114328 0.093839 0.431009
0.121538 0.093774 0.430778
0.122893 0.094074 0.431776
0.110695 0.094825 0.431896
0.109928 0.093862 0.433423
0.123729 0.094132 0.433413
0.107733 0.094382 0.435451
0.124335 0.093600 0.435782
0.106161 0.094463 0.438064
0.124828 0.093950 0.437401
0.106226 0.093950 0.440233
0.106938 0.094574 0.442806
0.126562 0.093950 0.441776
0.108129 0.095366 0.444182
0.107369 0.094366 0.444620
0.126721 0.094825 0.444620
0.107786 0.094356 0.446613
0.126415 0.094402 0.447264
0.108749 0.094825 0.447682
0.082641 0.094506 0.449411
0.084504 0.094825 0.448157
0.084941 0.095338 0.449432
0.085029 0.094163 0.447523
0.087712 0.094845 0.448451
0.087129 0.095441 0.449682
0.089226 0.094786 0.448849
0.107862 0.094691 0.449214
0.125699 0.093783 0.449095
0.083629 0.095122 0.449870
0.089171 0.095406 0.450016
0.091504 0.095180 0.450307
0.093938 0.094143 0.449402
0.108129 0.095061 0.450307
0.123697 0.094664 0.450167
0.082675 0.093882 0.451533
0.095004 0.094825 0.450552
0.099379 0.094936 0.451182
0.100501 0.094828 0.451209
0.105216 0.094842 0.451063
0.114266 0.093886 0.451219
0.116441 0.093908 0.451162
0.118921 0.093658 0.451407
0.121333 0.094018 0.451304
0.123295 0.093681 0.451056
0.083905 0.094825 0.452057
0.103754 0.095411 0.452057
0.112120 0.094138 0.452058
0.084675 0.094337 0.454176
0.110322 0.094294 0.453900
0.110754 0.094825 0.452592
0.086771 0.094327 0.456272
0.109004 0.095049 0.455557
0.109688 0.094079 0.455985
0.088003 0.093950 0.457460
0.109406 0.093908 0.458057
0.089465 0.093940 0.458581
0.108618 0.094825 0.459057
0.090629 0.094825 0.459163
0.091578 0.094200 0.460039
0.108045 0.094387 0.460912
0.093393 0.094300 0.461377
0.094759 0.094236 0.462535
0.107263 0.093804 0.462744
0.106330 0.094825 0.463432
0.096849 0.093950 0.464439
0.105466 0.094122 0.464907
0.097944 0.093948 0.465387
0.103847 0.094595 0.466054
0.100934 0.093765 0.466900
0.102879 0.093950 0.466621
