-0.013424 0.113489 0.707065
-0.005715 0.134338 0.709906
-0.111586 0.204029 0.776977
-0.069661 0.006862 0.713695
-0.021468 0.067816 0.703270
-0.018727 0.075323 0.701008
-0.005387 0.111363 0.705592
-0.083059 -0.099639 0.661321
-0.048507 -0.114127 0.652510
-0.110030 0.076525 0.660949
-0.112041 0.073592 0.661153
-0.063663 -0.082209 0.687925
0.052761 0.188688 0.798502
-0.066505 -0.120244 0.635851
-0.033481 -0.135460 0.602836
0.007170 0.097489 0.845938
-0.150096 0.241376 0.730726
-0.158706 0.217483 0.701311
-0.147285 0.241313 0.734932
-0.050702 -0.023994 0.717127
-0.024495 -0.120079 0.644275
0.029437 -0.111497 0.622397
-0.066508 0.271790 0.745132
-0.073081 0.253025 0.650257
-0.044312 0.206613 0.792019
-0.080953 0.253435 0.780097
-0.095377 -0.016101 0.700576
-0.099226 -0.026796 0.696424
-0.011625 0.094624 0.700579
-0.037169 0.149022 0.748261
-0.151936 0.235448 0.730798
-0.085003 0.012777 0.707350
-0.075363 0.136437 0.693538
-0.113994 0.070616 0.661285
0.031789 0.237061 0.603930
-0.067927 -0.070723 0.695881
-0.015857 0.270638 0.691237
0.008485 -0.121123 0.627304
0.002443 -0.123672 0.627412
-0.000685 0.257930 0.674377
-0.040197 0.149716 0.748288
0.013301 0.097505 0.854560
-0.125072 0.232486 0.764329
-0.064147 -0.072094 0.695845
-0.115436 0.067562 0.661288
0.068342 0.060605 0.854659
0.038346 0.114574 0.827749
-0.116442 0.064498 0.661240
-0.019615 0.096710 0.702136
-0.021678 0.091120 0.700582
-0.083541 -0.031266 0.706789
-0.048076 0.139101 0.722419
-0.017399 0.078924 0.700261
-0.020096 0.071567 0.702121
-0.091291 -0.052400 0.691693
-0.092276 -0.055233 0.690817
-0.090395 -0.049915 0.693151
-0.083679 -0.101297 0.658312
-0.081722 -0.096145 0.667195
-0.010621 0.121513 0.823459
-0.012694 0.267416 0.711754
-0.079205 0.161264 0.752647
-0.054500 -0.128929 0.619398
-0.033481 -0.127914 0.627709
-0.084491 -0.122835 0.610499
-0.050158 0.165228 0.785923
0.012244 0.074076 0.792958
-0.123854 0.205529 0.764248
-0.139298 0.214603 0.747478
-0.060170 0.210104 0.512688
-0.015890 0.271315 0.683143
-0.159121 0.226481 0.705568
-0.009322 0.118611 0.819001
-0.011379 0.121563 0.818995
0.055493 0.193469 0.807859
-0.008482 0.102935 0.703207
-0.044039 0.138118 0.721516
-0.014430 0.204826 0.788911
-0.114931 0.276426 0.671614
-0.096364 -0.018901 0.699772
-0.097338 -0.021524 0.698662
-0.098281 -0.024167 0.697546
-0.010663 0.097300 0.701572
-0.037156 0.190072 0.790969
-0.081042 -0.094325 0.669862
-0.080377 -0.092546 0.672541
0.015762 0.088552 0.850459
0.020326 -0.118948 0.614328
0.050214 0.214571 0.818548
0.051132 0.217693 0.818764
-0.105700 0.022479 0.690460
-0.105051 0.025497 0.690535
-0.131109 -0.086730 0.602005
0.035466 0.040504 0.814126
-0.011747 0.130487 0.823390
-0.008711 0.090742 0.699004
-0.002639 0.128192 0.832672
-0.116923 0.061527 0.661333
-0.063632 0.271599 0.728596
0.116349 0.229769 0.841756
-0.159648 0.229495 0.705571
-0.117880 0.058474 0.661270
-0.016211 0.259471 0.633922
-0.043189 0.150192 0.748264
-0.069533 -0.111200 0.652402
-0.108854 -0.096802 0.629614
0.002337 0.103482 0.836983
-0.141515 0.229443 0.747442
-0.126413 0.229425 0.764149
-0.001804 0.118429 0.836575
-0.060505 -0.117531 0.644179
-0.016088 0.255363 0.650026
-0.060490 -0.135869 0.581783
-0.065179 -0.051674 0.705205
-0.140498 0.001552 0.439116
-0.139909 -0.001497 0.439028
-0.139298 -0.004456 0.438999
-0.138488 -0.007447 0.438923
-0.011573 0.047290 0.707215
-0.140093 0.217560 0.747508
-0.030575 0.151497 0.792481
-0.060630 0.272231 0.728566
-0.141592 0.226489 0.747514
0.023891 0.106542 0.853423
