-0.358226	-0.300293	0.884024
-0.358704	-0.296222	0.885203
-0.359175	-0.292145	0.886366
-0.35964	-0.288062	0.887513
-0.360098	-0.283975	0.888644
-0.36055	-0.279882	0.889758
-0.360995	-0.275784	0.890857
-0.361433	-0.271682	0.891939
-0.361865	-0.267574	0.893005
-0.362291	-0.263461	0.894055
-0.362709	-0.259344	0.895088
-0.363122	-0.255222	0.896105
-0.363527	-0.251095	0.897106
-0.363926	-0.246964	0.898091
-0.364318	-0.242828	0.899059
-0.364704	-0.238687	0.900011
-0.365083	-0.234543	0.900946
-0.365456	-0.230394	0.901865
-0.365821	-0.226241	0.902768
-0.366181	-0.222084	0.903654
-0.366533	-0.217923	0.904524
-0.366879	-0.213757	0.905377
-0.367218	-0.209588	0.906214
-0.36755	-0.205415	0.907034
-0.367876	-0.201239	0.907838
-0.368195	-0.197058	0.908626
-0.368507	-0.192875	0.909396
-0.368813	-0.188687	0.910151
-0.369112	-0.184496	0.910888
-0.369404	-0.180302	0.911609
-0.36969	-0.176105	0.912314
-0.369968	-0.171904	0.913002
-0.37024	-0.1677	0.913673
-0.370506	-0.163493	0.914328
-0.370764	-0.159284	0.914966
-0.371016	-0.155071	0.915587
-0.371261	-0.150855	0.916192
-0.371499	-0.146637	0.91678
-0.371731	-0.142416	0.917351
-0.371956	-0.138193	0.917906
-0.372174	-0.133967	0.918444
-0.372385	-0.129738	0.918965
-0.372589	-0.125507	0.91947
-0.372787	-0.121274	0.919958
-0.372978	-0.117039	0.920429
-0.373162	-0.112801	0.920883
-0.373339	-0.108562	0.921321
-0.37351	-0.10432	0.921742
-0.373674	-0.100077	0.922146
-0.373831	-0.0958317	0.922533
-0.373981	-0.0915848	0.922903
-0.374124	-0.0873361	0.923257
-0.374261	-0.0830859	0.923594
-0.37439	-0.0788342	0.923914
-0.374513	-0.074581	0.924217
-0.374629	-0.0703265	0.924504
-0.374739	-0.0660707	0.924773
-0.374841	-0.0618137	0.925026
-0.374937	-0.0575556	0.925262
-0.375025	-0.0532964	0.925481
-0.375107	-0.0490363	0.925683
-0.375182	-0.0447752	0.925869
-0.375251	-0.0405134	0.926038
-0.375312	-0.0362508	0.926189
-0.375367	-0.0319875	0.926324
-0.375415	-0.0277237	0.926442
-0.375456	-0.0234594	0.926543
-0.37549	-0.0191946	0.926628
-0.375517	-0.0149295	0.926695
-0.375538	-0.0106641	0.926746
-0.375551	-0.00639856	0.926779
-0.375558	-0.00213287	0.926796
-0.375558	0.00213287	0.926796
-0.375551	0.00639856	0.926779
-0.375538	0.0106641	0.926746
-0.375517	0.0149295	0.926695
-0.37549	0.0191946	0.926628
-0.375456	0.0234594	0.926543
-0.375415	0.0277237	0.926442
-0.375367	0.0319875	0.926324
-0.375312	0.0362508	0.926189
-0.375251	0.0405134	0.926038
-0.375182	0.0447752	0.925869
-0.375107	0.0490363	0.925683
-0.375025	0.0532964	0.925481
-0.374937	0.0575556	0.925262
-0.374841	0.0618137	0.925026
-0.374739	0.0660707	0.924773
-0.374629	0.0703265	0.924504
-0.374513	0.074581	0.924217
-0.37439	0.0788342	0.923914
-0.374261	0.0830859	0.923594
-0.374124	0.0873361	0.923257
-0.373981	0.0915848	0.922903
-0.373831	0.0958317	0.922533
-0.373674	0.100077	0.922146
-0.37351	0.10432	0.921742
-0.373339	0.108562	0.921321
-0.373162	0.112801	0.920883
-0.372978	0.117039	0.920429
-0.372787	0.121274	0.919958
-0.372589	0.125507	0.91947
-0.372385	0.129738	0.918965
-0.372174	0.133967	0.918444
-0.371956	0.138193	0.917906
-0.371731	0.142416	0.917351
-0.371499	0.146637	0.91678
-0.371261	0.150855	0.916192
-0.371016	0.155071	0.915587
-0.370764	0.159284	0.914966
-0.370506	0.163493	0.914328
-0.37024	0.1677	0.913673
-0.369968	0.171904	0.913002
-0.36969	0.176105	0.912314
-0.369404	0.180302	0.911609
-0.369112	0.184496	0.910888
-0.368813	0.188687	0.910151
-0.368507	0.192875	0.909396
-0.368195	0.197058	0.908626
-0.367876	0.201239	0.907838
-0.36755	0.205415	0.907034
-0.367218	0.209588	0.906214
-0.366879	0.213757	0.905377
-0.366533	0.217923	0.904524
-0.366181	0.222084	0.903654
-0.365821	0.226241	0.902768
-0.365456	0.230394	0.901865
-0.365083	0.234543	0.900946
-0.364704	0.238687	0.900011
-0.364318	0.242828	0.899059
-0.363926	0.246964	0.898091
-0.363527	0.251095	0.897106
-0.363122	0.255222	0.896105
-0.362709	0.259344	0.895088
-0.362291	0.263461	0.894055
-0.361865	0.267574	0.893005
-0.361433	0.271682	0.891939
-0.360995	0.275784	0.890857
-0.36055	0.279882	0.889758
-0.360098	0.283975	0.888644
-0.35964	0.288062	0.887513
-0.359175	0.292145	0.886366
-0.358704	0.296222	0.885203
-0.358226	0.300293	0.884024
-0.354333	-0.300293	0.885591
-0.354805	-0.296222	0.886773
-0.355272	-0.292145	0.887938
-0.355731	-0.288062	0.889087
-0.356185	-0.283975	0.89022
-0.356631	-0.279882	0.891336
-0.357072	-0.275784	0.892437
-0.357505	-0.271682	0.893521
-0.357933	-0.267574	0.894588
-0.358353	-0.263461	0.89564
-0.358768	-0.259344	0.896675
-0.359175	-0.255222	0.897694
-0.359576	-0.251095	0.898697
-0.359971	-0.246964	0.899683
-0.360359	-0.242828	0.900653
-0.360741	-0.238687	0.901607
-0.361116	-0.234543	0.902544
-0.361484	-0.230394	0.903464
-0.361846	-0.226241	0.904369
-0.362201	-0.222084	0.905256
-0.36255	-0.217923	0.906128
-0.362892	-0.213757	0.906983
-0.363227	-0.209588	0.907821
-0.363556	-0.205415	0.908643
-0.363878	-0.201239	0.909448
-0.364194	-0.197058	0.910237
-0.364503	-0.192875	0.911009
-0.364805	-0.188687	0.911765
-0.365101	-0.184496	0.912504
-0.36539	-0.180302	0.913226
-0.365672	-0.176105	0.913932
-0.365948	-0.171904	0.914621
-0.366217	-0.1677	0.915293
-0.366479	-0.163493	0.915949
-0.366735	-0.159284	0.916588
-0.366984	-0.155071	0.917211
-0.367226	-0.150855	0.917817
-0.367462	-0.146637	0.918406
-0.367691	-0.142416	0.918978
-0.367913	-0.138193	0.919534
-0.368129	-0.133967	0.920073
-0.368338	-0.129738	0.920595
-0.36854	-0.125507	0.9211
-0.368736	-0.121274	0.921589
-0.368925	-0.117039	0.922061
-0.369107	-0.112801	0.922516
-0.369282	-0.108562	0.922955
-0.369451	-0.10432	0.923376
-0.369613	-0.100077	0.923781
-0.369768	-0.0958317	0.924169
-0.369916	-0.0915848	0.92454
-0.370058	-0.0873361	0.924894
-0.370193	-0.0830859	0.925232
-0.370321	-0.0788342	0.925552
-0.370443	-0.074581	0.925856
-0.370558	-0.0703265	0.926143
-0.370666	-0.0660707	0.926413
-0.370767	-0.0618137	0.926666
-0.370862	-0.0575556	0.926903
-0.37095	-0.0532964	0.927122
-0.371031	-0.0490363	0.927325
-0.371105	-0.0447752	0.927511
-0.371173	-0.0405134	0.92768
-0.371233	-0.0362508	0.927832
-0.371288	-0.0319875	0.927967
-0.371335	-0.0277237	0.928085
-0.371375	-0.0234594	0.928186
-0.371409	-0.0191946	0.928271
-0.371436	-0.0149295	0.928338
-0.371456	-0.0106641	0.928389
-0.37147	-0.00639856	0.928423
-0.371477	-0.00213287	0.92844
-0.371477	0.00213287	0.92844
-0.37147	0.00639856	0.928423
-0.371456	0.0106641	0.928389
-0.371436	0.0149295	0.928338
-0.371409	0.0191946	0.928271
-0.371375	0.0234594	0.928186
-0.371335	0.0277237	0.928085
-0.371288	0.0319875	0.927967
-0.371233	0.0362508	0.927832
-0.371173	0.0405134	0.92768
-0.371105	0.0447752	0.927511
-0.371031	0.0490363	0.927325
-0.37095	0.0532964	0.927122
-0.370862	0.0575556	0.926903
-0.370767	0.0618137	0.926666
-0.370666	0.0660707	0.926413
-0.370558	0.0703265	0.926143
-0.370443	0.074581	0.925856
-0.370321	0.0788342	0.925552
-0.370193	0.0830859	0.925232
-0.370058	0.0873361	0.924894
-0.369916	0.0915848	0.92454
-0.369768	0.0958317	0.924169
-0.369613	0.100077	0.923781
-0.369451	0.10432	0.923376
-0.369282	0.108562	0.922955
-0.369107	0.112801	0.922516
-0.368925	0.117039	0.922061
-0.368736	0.121274	0.921589
-0.36854	0.125507	0.9211
-0.368338	0.129738	0.920595
-0.368129	0.133967	0.920073
-0.367913	0.138193	0.919534
-0.367691	0.142416	0.918978
-0.367462	0.146637	0.918406
-0.367226	0.150855	0.917817
-0.366984	0.155071	0.917211
-0.366735	0.159284	0.916588
